"locationid","latitude","longitude","CSUMPRE","CSUMPET","CPOVRPR","CSUMGDD1","CAvgMinT","CAvgMaxT","LTNSUMP","LTNSPET","LTNASPO","LTAvgMnT","LTAvgMxT","DFLTSUM","DFLTMinT","DFLTMaxT","DFLTPVP","shapewkt"
10306644,0.625,37.208,33.1,97.055,0.341,366.76,18.405,26.006,4.459,125.474,0.036,18.632,27.554,28.641,-0.227,-1.548,0.305,"POLYGON ((37.16666579799994 0.583333104999987, 37.249999130999939 0.583333104999987, 37.249999130999939 0.666666437999987, 37.16666579799994 0.666666437999987, 37.16666579799994 0.583333104999987))"
10310569,3.458,38.958,5.4,132.546,0.041,495.631,21.8,31.242,6.276,147.707,0.043,22.816,30.721,-0.876,-1.016,0.521,-0.002,"POLYGON ((38.916665790999957 3.4166664269999885, 38.999999123999956 3.4166664269999885, 38.999999123999956 3.4999997599999886, 38.916665790999957 3.4999997599999886, 38.916665790999957 3.4166664269999885))"
10311910,1.958,39.958,1.008,132.048,0.008,535.409,23.434,32.259,5.946,160.542,0.036,24.355,32.469,-4.937,-0.921,-0.209,-0.028,"POLYGON ((39.916665786999943 1.916666432999989, 39.999999119999941 1.916666432999989, 39.999999119999941 1.9999997659999889, 39.916665786999943 1.9999997659999889, 39.916665786999943 1.916666432999989))"
10316830,3.458,36.875,21.7,121.211,0.179,534.9,23.351,32.309,5.057,165.619,0.033,23.582,32.229,16.643,-0.231,0.08,0.146,"POLYGON ((36.833332465999945 3.4166664269999885, 36.916665798999944 3.4166664269999885, 36.916665798999944 3.4999997599999886, 36.833332465999945 3.4999997599999886, 36.833332465999945 3.4166664269999885))"
10321585,2.875,39.375,4.9,132.189,0.037,510.23,22.351,31.664,9.028,152.224,0.059,23.358,31.28,-4.128,-1.006,0.384,-0.022,"POLYGON ((39.333332455999965 2.83333309599999, 39.416665788999964 2.83333309599999, 39.416665788999964 2.91666642899999, 39.333332455999965 2.91666642899999, 39.333332455999965 2.83333309599999))"
10323721,3.292,36.458,32.2,118.094,0.273,529.54,23.192,32.111,6.723,169.827,0.036,23.329,32.294,25.477,-0.138,-0.183,0.236,"POLYGON ((36.416665800999965 3.2499997609999838, 36.499999133999964 3.2499997609999838, 36.499999133999964 3.3333330939999839, 36.416665800999965 3.3333330939999839, 36.416665800999965 3.2499997609999838))"
10324352,0.708,38.958,0.5,117.697,0.004,499.945,23.032,30.298,1.768,150.142,0.013,23.15,31.305,-1.268,-0.118,-1.007,-0.008,"POLYGON ((38.916665790999957 0.66666643799998582, 38.999999123999956 0.66666643799998582, 38.999999123999956 0.74999977099998583, 38.916665790999957 0.74999977099998583, 38.916665790999957 0.66666643799998582))"
10324395,1.458,37.875,6.75,110.853,0.061,467.285,21.646,29.506,1.593,149.703,0.012,22.07,30.19,5.157,-0.424,-0.683,0.049,"POLYGON ((37.833332461999959 1.4166664349999891, 37.916665794999957 1.4166664349999891, 37.916665794999957 1.499999767999989, 37.833332461999959 1.499999767999989, 37.833332461999959 1.4166664349999891))"
10326980,1.375,37.292,31.825,99.906,0.319,326.47,16.451,25.295,5.005,127.264,0.038,16.959,26.009,26.82,-0.508,-0.714,0.28,"POLYGON ((37.249999130999953 1.3333331019999903, 37.333332463999952 1.3333331019999903, 37.333332463999952 1.4166664349999902, 37.249999130999953 1.4166664349999902, 37.249999130999953 1.3333331019999903))"
10327087,1.042,39.792,0,127.421,0,528.86,23.691,31.566,2.946,155.908,0.023,24.066,32.203,-2.946,-0.374,-0.637,-0.023,"POLYGON ((39.749999120999945 0.99999976999998808, 39.833332453999944 0.99999976999998808, 39.833332453999944 1.083333102999988, 39.749999120999945 1.083333102999988, 39.749999120999945 0.99999976999998808))"
10328150,1.375,38.042,7.775,111.401,0.07,457.475,21.3,29.198,1.134,148.253,0.008,21.73,29.892,6.641,-0.429,-0.694,0.061,"POLYGON ((37.999999127999956 1.3333331019999903, 38.083332460999955 1.3333331019999903, 38.083332460999955 1.4166664349999902, 37.999999127999956 1.4166664349999902, 37.999999127999956 1.3333331019999903))"
10333667,0.292,38.625,2.8,107.838,0.026,460.155,21.882,28.795,0.906,141.961,0.008,21.822,30.171,1.894,0.06,-1.376,0.018,"POLYGON ((38.583332458999962 0.24999977299998477, 38.666665791999961 0.24999977299998477, 38.666665791999961 0.33333310599998478, 38.583332458999962 0.33333310599998478, 38.583332458999962 0.24999977299998477))"
10404444,-0.042,38.958,1.45,110.898,0.013,502.78,23.527,29.984,0.883,146.27,0.007,23.217,31.389,0.567,0.31,-1.405,0.006,"POLYGON ((38.916665790999957 -0.083333559000010382, 38.999999123999956 -0.083333559000010382, 38.999999123999956 -2.2600001040040674E-07, 38.916665790999957 -2.2600001040040674E-07, 38.916665790999957 -0.083333559000010382))"
10489302,2.542,39.542,0.6,132.144,0.005,521.635,22.819,31.956,11.916,142.955,0.083,23.765,31.72,-11.316,-0.946,0.236,-0.078,"POLYGON ((39.499999121999963 2.4999997639999876, 39.583332454999962 2.4999997639999876, 39.583332454999962 2.5833330969999877, 39.499999121999963 2.5833330969999877, 39.499999121999963 2.4999997639999876))"
10489305,-0.042,38.542,7,105.227,0.067,480.505,22.819,29.215,1.043,126.082,0.009,22.578,30.772,5.957,0.241,-1.557,0.058,"POLYGON ((38.499999125999949 -0.083333559000010382, 38.583332458999948 -0.083333559000010382, 38.583332458999948 -2.2600001040040674E-07, 38.499999125999949 -2.2600001040040674E-07, 38.499999125999949 -0.083333559000010382))"
10489497,0.125,38.792,2.625,109.038,0.024,476.115,22.508,29.233,1.453,130.949,0.011,22.311,30.551,1.172,0.198,-1.319,0.013,"POLYGON ((38.74999912499996 0.0833331069999872, 38.833332457999958 0.0833331069999872, 38.833332457999958 0.16666643999998718, 38.74999912499996 0.16666643999998718, 38.74999912499996 0.0833331069999872))"
10490050,2.958,39.125,2.05,131.597,0.016,508.665,22.313,31.598,9.57,141.023,0.064,23.225,31.091,-7.52,-0.912,0.507,-0.049,"POLYGON ((39.083332456999955 2.9166664289999886, 39.166665789999954 2.9166664289999886, 39.166665789999954 2.9999997619999887, 39.083332456999955 2.9999997619999887, 39.083332456999955 2.9166664289999886))"
10490217,2.792,39.792,1.2,132.569,0.009,502.645,22.038,31.472,10.286,139.537,0.071,23.075,31.192,-9.086,-1.037,0.28,-0.062,"POLYGON ((39.749999120999945 2.7499997629999839, 39.833332453999944 2.7499997629999839, 39.833332453999944 2.8333330959999841, 39.749999120999945 2.8333330959999841, 39.749999120999945 2.7499997629999839))"
10490643,3.125,39.792,2.075,133.277,0.016,494.478,21.703,31.247,7.547,139.11,0.053,22.763,30.896,-5.472,-1.059,0.351,-0.037,"POLYGON ((39.749999120999945 3.0833330949999862, 39.833332453999944 3.0833330949999862, 39.833332453999944 3.1666664279999863, 39.749999120999945 3.1666664279999863, 39.749999120999945 3.0833330949999862))"
10491050,3.208,39.292,7.925,130.098,0.061,456.122,20.295,30.079,13.711,132.801,0.097,21.306,29.492,-5.786,-1.01,0.587,-0.036,"POLYGON ((39.249999122999952 3.166666427999985, 39.333332455999951 3.166666427999985, 39.333332455999951 3.2499997609999851, 39.249999122999952 3.2499997609999851, 39.249999122999952 3.166666427999985))"
10173297,2.875,37.125,44.3,115.321,0.384,465.865,20.921,30.125,2.347,157.467,0.016,21.4,30.035,41.953,-0.479,0.09,0.369,"POLYGON ((37.083332464999955 2.83333309599999, 37.166665797999954 2.83333309599999, 37.166665797999954 2.91666642899999, 37.083332464999955 2.91666642899999, 37.083332464999955 2.83333309599999))"
10174398,2.292,38.042,3.35,116.001,0.029,404.415,18.809,28.15,2.074,152.815,0.014,19.567,27.84,1.276,-0.758,0.309,0.015,"POLYGON ((37.999999127999956 2.2499997649999841, 38.083332460999955 2.2499997649999841, 38.083332460999955 2.3333330979999842, 37.999999127999956 2.3333330979999842, 37.999999127999956 2.2499997649999841))"
10175551,2.875,38.458,0.375,127.854,0.003,506.21,22.339,31.408,3.505,157.487,0.024,23.131,30.925,-3.13,-0.792,0.483,-0.021,"POLYGON ((38.416665792999964 2.83333309599999, 38.499999125999963 2.83333309599999, 38.499999125999963 2.91666642899999, 38.416665792999964 2.91666642899999, 38.416665792999964 2.83333309599999))"
10179362,0.625,37.875,8.875,101.304,0.088,407.78,19.914,27.236,0.401,134.208,0.003,20.124,28.685,8.474,-0.209,-1.449,0.084,"POLYGON ((37.833332461999959 0.583333104999987, 37.916665794999957 0.583333104999987, 37.916665794999957 0.666666437999987, 37.833332461999959 0.666666437999987, 37.833332461999959 0.583333104999987))"
10179449,2.208,37.875,7.125,114.603,0.062,420.73,19.485,28.564,2.303,152.887,0.016,20.167,28.4,4.822,-0.682,0.164,0.046,"POLYGON ((37.833332461999959 2.1666664319999853, 37.916665794999957 2.1666664319999853, 37.916665794999957 2.2499997649999854, 37.833332461999959 2.2499997649999854, 37.833332461999959 2.1666664319999853))"
10179483,0.792,37.375,33.525,98.753,0.339,375.955,18.699,26.365,3.376,127.29,0.027,18.938,27.75,30.149,-0.239,-1.385,0.312,"POLYGON ((37.333332463999966 0.74999977099998461, 37.416665796999965 0.74999977099998461, 37.416665796999965 0.83333310399998461, 37.333332463999966 0.83333310399998461, 37.333332463999966 0.74999977099998461))"
10180168,3.458,37.125,10.475,122.642,0.085,531.965,23.237,32.227,9.113,165.367,0.06,23.551,32.022,1.362,-0.314,0.206,0.026,"POLYGON ((37.083332464999955 3.4166664269999885, 37.166665797999954 3.4166664269999885, 37.166665797999954 3.4999997599999886, 37.083332464999955 3.4999997599999886, 37.083332464999955 3.4166664269999885))"
10185299,0.958,39.125,0,122.603,0,520.825,23.612,31.11,0.54,155.35,0.004,23.87,31.923,-0.54,-0.258,-0.813,-0.004,"POLYGON ((39.083332456999955 0.91666643699998929, 39.166665789999954 0.91666643699998929, 39.166665789999954 0.9999997699999893, 39.083332456999955 0.9999997699999893, 39.083332456999955 0.91666643699998929))"
10185948,3.292,36.625,13.975,117.401,0.119,504.29,22.246,31.374,2.811,166.054,0.018,22.466,31.43,11.164,-0.22,-0.057,0.101,"POLYGON ((36.583332466999963 3.2499997609999838, 36.666665799999961 3.2499997609999838, 36.666665799999961 3.3333330939999839, 36.583332466999963 3.3333330939999839, 36.583332466999963 3.2499997609999838))"
10188326,2.458,37.958,9.725,118.89,0.082,457.575,20.737,29.768,2.373,159.646,0.015,21.435,29.473,7.352,-0.699,0.295,0.067,"POLYGON ((37.916665794999943 2.4166664309999888, 37.999999127999942 2.4166664309999888, 37.999999127999942 2.4999997639999889, 37.916665794999943 2.4999997639999889, 37.916665794999943 2.4166664309999888))"
10190502,2.542,39.042,0.75,130.208,0.006,518.47,22.794,31.771,8.581,157.531,0.059,23.69,31.497,-7.831,-0.896,0.274,-0.053,"POLYGON ((38.999999123999942 2.4999997639999876, 39.083332456999941 2.4999997639999876, 39.083332456999941 2.5833330969999877, 38.999999123999942 2.5833330969999877, 38.999999123999942 2.4999997639999876))"
10190525,2.208,38.875,0,127.948,0,518.05,22.928,31.608,0.434,158.151,0.003,23.725,31.52,-0.434,-0.797,0.088,-0.003,"POLYGON ((38.833332457999944 2.1666664319999853, 38.916665790999943 2.1666664319999853, 38.916665790999943 2.2499997649999854, 38.833332457999944 2.2499997649999854, 38.833332457999944 2.1666664319999853))"
10192152,3.375,38.625,0.75,130.862,0.006,500.52,21.994,31.374,7.138,153.345,0.05,22.809,30.707,-6.388,-0.815,0.667,-0.044,"POLYGON ((38.583332458999962 3.3333330939999897, 38.666665791999961 3.3333330939999897, 38.666665791999961 3.41666642699999, 38.583332458999962 3.41666642699999, 38.583332458999962 3.3333330939999897))"
10192549,0.792,38.708,0.55,115.201,0.005,490.875,22.725,30,1.225,150.319,0.009,22.896,31.044,-0.675,-0.171,-1.044,-0.004,"POLYGON ((38.666665791999947 0.74999977099998461, 38.749999124999945 0.74999977099998461, 38.749999124999945 0.83333310399998461, 38.666665791999947 0.83333310399998461, 38.666665791999947 0.74999977099998461))"
10192614,0.042,39.125,0.7,113.317,0.006,499.215,23.316,29.964,1.578,146.759,0.012,23.025,31.233,-0.878,0.292,-1.268,-0.006,"POLYGON ((39.083332456999955 -2.2600001159389649E-07, 39.166665789999954 -2.2600001159389649E-07, 39.166665789999954 0.083333106999988388, 39.083332456999955 0.083333106999988388, 39.083332456999955 -2.2600001159389649E-07))"
10193533,1.042,40.042,0.65,129.009,0.005,542.02,24.137,31.987,2.108,158.37,0.016,24.533,32.629,-1.458,-0.396,-0.642,-0.011,"POLYGON ((39.999999119999956 0.99999976999998808, 40.083332452999954 0.99999976999998808, 40.083332452999954 1.083333102999988, 39.999999119999956 1.083333102999988, 39.999999119999956 0.99999976999998808))"
10195328,2.292,39.125,0,129.754,0,521.595,22.972,31.801,9.249,157.586,0.063,23.84,31.684,-9.249,-0.868,0.117,-0.063,"POLYGON ((39.083332456999955 2.2499997649999841, 39.166665789999954 2.2499997649999841, 39.166665789999954 2.3333330979999842, 39.083332456999955 2.3333330979999842, 39.083332456999955 2.2499997649999841))"
10198945,1.708,38.125,7,116.935,0.06,493.98,22.449,30.483,0.688,155.353,0.005,22.972,30.867,6.312,-0.523,-0.384,0.055,"POLYGON ((38.083332460999941 1.6666664339999855, 38.16666579399994 1.6666664339999855, 38.16666579399994 1.7499997669999854, 38.083332460999941 1.7499997669999854, 38.083332460999941 1.6666664339999855))"
10199191,2.125,38.875,0,127.249,0,512.34,22.749,31.407,0.252,157.025,0.002,23.531,31.365,-0.252,-0.781,0.041,-0.002,"POLYGON ((38.833332457999944 2.0833330989999865, 38.916665790999943 2.0833330989999865, 38.916665790999943 2.1666664319999867, 38.833332457999944 2.1666664319999867, 38.833332457999944 2.0833330989999865))"
10199632,0.958,38.542,0.5,115.106,0.004,495.8,22.862,30.191,1.196,150.99,0.009,23.109,31.18,-0.696,-0.247,-0.989,-0.004,"POLYGON ((38.499999125999949 0.91666643699998929, 38.583332458999948 0.91666643699998929, 38.583332458999948 0.9999997699999893, 38.499999125999949 0.9999997699999893, 38.499999125999949 0.91666643699998929))"
10200830,2.375,37.875,5.175,117.862,0.044,464.035,21.025,29.911,3.158,162.191,0.02,21.685,29.704,2.017,-0.66,0.207,0.024,"POLYGON ((37.833332461999959 2.33333309799999, 37.916665794999957 2.33333309799999, 37.916665794999957 2.41666643099999, 37.833332461999959 2.41666643099999, 37.833332461999959 2.33333309799999))"
10202554,2.708,38.708,0.2,128.634,0.002,507.345,22.391,31.432,3.618,156.753,0.022,23.239,31.025,-3.418,-0.848,0.407,-0.021,"POLYGON ((38.666665791999947 2.6666664299999852, 38.749999124999945 2.6666664299999852, 38.749999124999945 2.7499997629999853, 38.666665791999947 2.7499997629999853, 38.666665791999947 2.6666664299999852))"
10203489,1.458,39.292,0,126.951,0,522.56,23.335,31.502,0.615,156.404,0.004,23.914,31.939,-0.615,-0.579,-0.437,-0.004,"POLYGON ((39.249999122999952 1.4166664349999891, 39.333332455999951 1.4166664349999891, 39.333332455999951 1.499999767999989, 39.249999122999952 1.499999767999989, 39.249999122999952 1.4166664349999891))"
10206114,3.542,38.708,1.475,132.008,0.011,499.481,21.926,31.366,7.489,153.311,0.054,22.769,30.692,-6.014,-0.842,0.674,-0.043,"POLYGON ((38.666665791999947 3.4999997599999872, 38.749999124999945 3.4999997599999872, 38.749999124999945 3.5833330929999874, 38.666665791999947 3.5833330929999874, 38.666665791999947 3.4999997599999872))"
10206424,3.042,40.208,8.95,135.145,0.066,516.754,22.509,31.929,3.803,158.044,0.025,23.648,31.795,5.147,-1.14,0.134,0.042,"POLYGON ((40.166665785999953 2.9999997619999874, 40.249999118999952 2.9999997619999874, 40.249999118999952 3.0833330949999875, 40.166665785999953 3.0833330949999875, 40.166665785999953 2.9999997619999874))"
10208065,1.292,39.708,0.575,128.534,0.004,532.74,23.7,31.816,2.523,158.686,0.017,24.234,32.336,-1.948,-0.534,-0.52,-0.013,"POLYGON ((39.66666578799996 1.2499997689999844, 39.749999120999959 1.2499997689999844, 39.749999120999959 1.3333331019999843, 39.66666578799996 1.3333331019999843, 39.66666578799996 1.2499997689999844))"
10208351,0.542,37.042,56.275,92.572,0.608,262.3,14.564,22.92,5.263,115.662,0.047,14.834,24.347,51.012,-0.269,-1.427,0.561,"POLYGON ((36.999999131999942 0.49999977199998824, 37.083332464999941 0.49999977199998824, 37.083332464999941 0.58333310499998825, 36.999999131999942 0.58333310499998825, 36.999999131999942 0.49999977199998824))"
10210292,3.292,36.375,37.425,118.525,0.316,542.46,23.676,32.488,8.049,171.783,0.044,23.772,32.733,29.376,-0.096,-0.245,0.272,"POLYGON ((36.333332467999952 3.2499997609999838, 36.416665800999951 3.2499997609999838, 36.416665800999951 3.3333330939999839, 36.333332467999952 3.3333330939999839, 36.333332467999952 3.2499997609999838))"
10210346,0.458,39.125,0.15,117.255,0.001,503.03,23.237,30.294,2.232,150.006,0.017,23.195,31.381,-2.082,0.042,-1.087,-0.016,"POLYGON ((39.083332456999955 0.41666643899998945, 39.166665789999954 0.41666643899998945, 39.166665789999954 0.49999977199998946, 39.083332456999955 0.49999977199998946, 39.083332456999955 0.41666643899998945))"
10210376,2.708,38.375,2.6,126.124,0.021,500.44,22.187,31.176,2.086,156.324,0.013,22.959,30.761,0.514,-0.772,0.415,0.008,"POLYGON ((38.333332459999951 2.6666664299999852, 38.41666579299995 2.6666664299999852, 38.41666579299995 2.7499997629999853, 38.333332459999951 2.7499997629999853, 38.333332459999951 2.6666664299999852))"
10212078,1.958,40.125,1.319,132.292,0.01,533.099,23.334,32.204,5.519,161.005,0.034,24.272,32.439,-4.2,-0.938,-0.235,-0.025,"POLYGON ((40.08333245299994 1.916666432999989, 40.166665785999939 1.916666432999989, 40.166665785999939 1.9999997659999889, 40.08333245299994 1.9999997659999889, 40.08333245299994 1.916666432999989))"
10213462,1.292,38.458,0.3,117.503,0.003,500.545,22.86,30.509,0.758,153.693,0.005,23.259,31.228,-0.458,-0.398,-0.719,-0.003,"POLYGON ((38.416665792999964 1.2499997689999844, 38.499999125999963 1.2499997689999844, 38.499999125999963 1.3333331019999843, 38.416665792999964 1.3333331019999843, 38.416665792999964 1.2499997689999844))"
10213820,2.958,40.208,6.525,134.977,0.048,518.704,22.595,31.973,6.311,158.169,0.04,23.729,31.873,0.214,-1.135,0.1,0.009,"POLYGON ((40.166665785999953 2.9166664289999886, 40.249999118999952 2.9166664289999886, 40.249999118999952 2.9999997619999887, 40.166665785999953 2.9999997619999887, 40.166665785999953 2.9166664289999886))"
10215672,3.042,37.042,43.575,118.788,0.367,523.845,23.045,31.878,3.292,164.972,0.02,23.41,31.869,40.283,-0.366,0.01,0.347,"POLYGON ((36.999999131999942 2.9999997619999874, 37.083332464999941 2.9999997619999874, 37.083332464999941 3.0833330949999875, 36.999999131999942 3.0833330949999875, 36.999999131999942 2.9999997619999874))"
10220376,1.875,36.792,59.85,103.563,0.578,376.115,18.033,27.041,12.457,133.408,0.089,18.438,27.557,47.393,-0.405,-0.516,0.489,"POLYGON ((36.74999913299996 1.8333330999999902, 36.833332465999959 1.8333330999999902, 36.833332465999959 1.91666643299999, 36.74999913299996 1.91666643299999, 36.74999913299996 1.8333330999999902))"
10220379,2.625,38.042,27.575,122.4,0.225,490.32,21.845,30.805,0.312,162.133,0.002,22.578,30.46,27.263,-0.733,0.344,0.223,"POLYGON ((37.999999127999956 2.5833330969999864, 38.083332460999955 2.5833330969999864, 38.083332460999955 2.6666664299999865, 37.999999127999956 2.6666664299999865, 37.999999127999956 2.5833330969999864))"
10221332,3.958,36.625,17.45,122.179,0.143,514.95,22.532,31.798,6.434,166.854,0.04,22.55,31.554,11.016,-0.018,0.244,0.103,"POLYGON ((36.583332466999963 3.9166664249999883, 36.666665799999961 3.9166664249999883, 36.666665799999961 3.9999997579999884, 36.583332466999963 3.9999997579999884, 36.583332466999963 3.9166664249999883))"
10224206,1.292,37.958,4.65,109.122,0.043,442.905,20.824,28.703,1.567,145.809,0.012,21.228,29.491,3.083,-0.404,-0.788,0.031,"POLYGON ((37.916665794999943 1.2499997689999844, 37.999999127999942 1.2499997689999844, 37.999999127999942 1.3333331019999843, 37.916665794999943 1.3333331019999843, 37.916665794999943 1.2499997689999844))"
10224303,3.375,37.125,20.85,121.973,0.171,530.285,23.192,32.16,7.277,165.102,0.048,23.526,31.983,13.573,-0.334,0.177,0.123,"POLYGON ((37.083332464999955 3.3333330939999897, 37.166665797999954 3.3333330939999897, 37.166665797999954 3.41666642699999, 37.083332464999955 3.41666642699999, 37.083332464999955 3.3333330939999897))"
10226353,1.458,39.958,1.755,130.498,0.013,541.025,23.868,32.2,3.943,159.977,0.027,24.533,32.647,-2.187,-0.665,-0.447,-0.013,"POLYGON ((39.916665786999943 1.4166664349999891, 39.999999119999941 1.4166664349999891, 39.999999119999941 1.499999767999989, 39.916665786999943 1.499999767999989, 39.916665786999943 1.4166664349999891))"
10227472,0.625,37.792,26.8,100.481,0.267,400.675,19.67,27.015,1.261,133.357,0.01,19.878,28.486,25.539,-0.208,-1.471,0.257,"POLYGON ((37.749999128999946 0.583333104999987, 37.833332461999944 0.583333104999987, 37.833332461999944 0.666666437999987, 37.749999128999946 0.666666437999987, 37.749999128999946 0.583333104999987))"
10230214,0.625,37.708,26.8,99.9,0.268,398.025,19.585,26.926,2.789,128.043,0.022,19.792,28.425,24.011,-0.206,-1.499,0.246,"POLYGON ((37.666665795999961 0.583333104999987, 37.74999912899996 0.583333104999987, 37.74999912899996 0.666666437999987, 37.666665795999961 0.666666437999987, 37.666665795999961 0.583333104999987))"
10230639,1.875,38.458,0.55,122.642,0.004,512.3,22.969,31.185,0.631,156.05,0.004,23.587,31.369,-0.081,-0.619,-0.184,0,"POLYGON ((38.416665792999964 1.8333330999999902, 38.499999125999963 1.8333330999999902, 38.499999125999963 1.91666643299999, 38.416665792999964 1.91666643299999, 38.416665792999964 1.8333330999999902))"
10237274,0.958,36.958,88.5,96.223,0.92,306.93,15.992,24.47,25.859,119.968,0.217,16.3,25.618,62.641,-0.308,-1.148,0.703,"POLYGON ((36.916665798999958 0.91666643699998929, 36.999999131999957 0.91666643699998929, 36.999999131999957 0.9999997699999893, 36.916665798999958 0.9999997699999893, 36.916665798999958 0.91666643699998929))"
10237996,1.625,36.542,99.825,104.03,0.96,428.635,20.114,28.461,22.377,135.514,0.154,20.35,29.319,77.448,-0.235,-0.858,0.806,"POLYGON ((36.49999913399995 1.5833331009999867, 36.583332466999948 1.5833331009999867, 36.583332466999948 1.6666664339999866, 36.49999913399995 1.6666664339999866, 36.49999913399995 1.5833331009999867))"
10239958,3.375,39.042,7.825,131.626,0.059,484.965,21.372,30.959,6.91,146.302,0.049,22.314,30.292,0.915,-0.942,0.668,0.011,"POLYGON ((38.999999123999942 3.3333330939999897, 39.083332456999941 3.3333330939999897, 39.083332456999941 3.41666642699999, 38.999999123999942 3.41666642699999, 38.999999123999942 3.3333330939999897))"
10241279,1.125,38.625,0.3,118.115,0.003,504.39,23.056,30.57,2.93,153.141,0.022,23.386,31.394,-2.63,-0.33,-0.824,-0.019,"POLYGON ((38.583332458999962 1.0833331029999869, 38.666665791999961 1.0833331029999869, 38.666665791999961 1.1666664359999868, 38.583332458999962 1.1666664359999868, 38.583332458999962 1.0833331029999869))"
10242820,2.958,38.792,0.25,130.177,0.002,507.72,22.327,31.521,7.249,154.447,0.049,23.202,31.009,-6.999,-0.875,0.513,-0.047,"POLYGON ((38.74999912499996 2.9166664289999886, 38.833332457999958 2.9166664289999886, 38.833332457999958 2.9999997619999887, 38.74999912499996 2.9999997619999887, 38.74999912499996 2.9166664289999886))"
10243329,0.708,39.375,0,122.901,0,525.46,23.863,31.167,0.594,153.675,0.005,23.966,32.061,-0.594,-0.102,-0.894,-0.005,"POLYGON ((39.333332455999965 0.66666643799998582, 39.416665788999964 0.66666643799998582, 39.416665788999964 0.74999977099998583, 39.333332455999965 0.74999977099998583, 39.333332455999965 0.66666643799998582))"
10243481,1.208,39.542,0.15,126.699,0.001,519.24,23.285,31.331,1.782,156.2,0.013,23.755,31.891,-1.632,-0.47,-0.56,-0.011,"POLYGON ((39.499999121999963 1.1666664359999857, 39.583332454999962 1.1666664359999857, 39.583332454999962 1.2499997689999855, 39.499999121999963 1.2499997689999855, 39.499999121999963 1.1666664359999857))"
10248836,3.042,39.458,2.325,133.074,0.017,510.675,22.331,31.714,12.951,152.758,0.084,23.361,31.294,-10.626,-1.03,0.42,-0.067,"POLYGON ((39.41666578899995 2.9999997619999874, 39.499999121999949 2.9999997619999874, 39.499999121999949 3.0833330949999875, 39.41666578899995 3.0833330949999875, 39.41666578899995 2.9999997619999874))"
10248852,2.042,39.542,0,130.832,0,529.715,23.265,32.049,2.278,159.546,0.015,24.145,32.137,-2.278,-0.88,-0.088,-0.015,"POLYGON ((39.499999121999963 1.9999997659999877, 39.583332454999962 1.9999997659999877, 39.583332454999962 2.0833330989999879, 39.499999121999963 2.0833330989999879, 39.499999121999963 1.9999997659999877))"
10254107,3.625,37.042,7.675,123.205,0.062,531.175,23.175,32.236,8.295,165.514,0.055,23.423,32.003,-0.62,-0.248,0.234,0.008,"POLYGON ((36.999999131999942 3.583333092999986, 37.083332464999941 3.583333092999986, 37.083332464999941 3.6666664259999862, 36.999999131999942 3.6666664259999862, 36.999999131999942 3.583333092999986))"
10254481,1.292,38.375,1.35,116.278,0.012,495.47,22.694,30.338,0.758,152.848,0.005,23.089,31.076,0.592,-0.395,-0.738,0.006,"POLYGON ((38.333332459999951 1.2499997689999844, 38.41666579299995 1.2499997689999844, 38.41666579299995 1.3333331019999843, 38.333332459999951 1.3333331019999843, 38.333332459999951 1.2499997689999844))"
10254644,2.542,39.625,0.375,132.473,0.003,523.31,22.869,32.018,11.386,158.174,0.079,23.882,31.858,-11.011,-1.013,0.16,-0.076,"POLYGON ((39.583332454999947 2.4999997639999876, 39.666665787999946 2.4999997639999876, 39.666665787999946 2.5833330969999877, 39.583332454999947 2.5833330969999877, 39.583332454999947 2.4999997639999876))"
10255143,1.292,40.042,3.5,130.297,0.027,545.41,24.115,32.241,3.827,159.925,0.026,24.679,32.777,-0.327,-0.564,-0.536,0,"POLYGON ((39.999999119999956 1.2499997689999844, 40.083332452999954 1.2499997689999844, 40.083332452999954 1.3333331019999843, 39.999999119999956 1.3333331019999843, 39.999999119999956 1.2499997689999844))"
10255644,4.042,36.292,14.4,123.732,0.116,560.93,24.272,33.141,12.619,172.632,0.075,24.081,33.042,1.781,0.191,0.099,0.042,"POLYGON ((36.249999134999939 3.9999997579999871, 36.333332467999938 3.9999997579999871, 36.333332467999938 4.0833330909999868, 36.249999134999939 4.0833330909999868, 36.249999134999939 3.9999997579999871))"
10257734,3.125,36.875,31.825,118.605,0.268,527.765,23.167,32.018,3.934,165.636,0.025,23.467,32.067,27.891,-0.3,-0.05,0.244,"POLYGON ((36.833332465999945 3.0833330949999862, 36.916665798999944 3.0833330949999862, 36.916665798999944 3.1666664279999863, 36.833332465999945 3.1666664279999863, 36.833332465999945 3.0833330949999862))"
10258236,1.708,38.292,3.525,118.94,0.03,497.19,22.532,30.614,0.627,155.231,0.004,23.081,30.959,2.898,-0.549,-0.345,0.025,"POLYGON ((38.249999126999938 1.6666664339999855, 38.333332459999937 1.6666664339999855, 38.333332459999937 1.7499997669999854, 38.249999126999938 1.7499997669999854, 38.249999126999938 1.6666664339999855))"
10258969,2.042,39.708,0,131.531,0,533.055,23.354,32.183,2.246,160.671,0.015,24.264,32.298,-2.246,-0.909,-0.115,-0.015,"POLYGON ((39.66666578799996 1.9999997659999877, 39.749999120999959 1.9999997659999877, 39.749999120999959 2.0833330989999879, 39.66666578799996 2.0833330989999879, 39.66666578799996 1.9999997659999877))"
